,id,x,y,z,uwp,pbg,base,trade,IxExCx,ix
65,65,-13.605059122650271,12.30658572985957,-3.0469315032288113,A8D9002-C,002,N,,{+1}(D00-4)[1111],1
66,66,2.0449182356027604,-1.9415305051949439,5.417028324886414,B684355-6,102,NS,Lo,{+0}(820-5)[2329],0
67,67,-12.005177093800507,-12.955716561812563,-1.8111539204775207,C4558CD-5,700,S,,{-1}(A77-2)[4745],-1
68,68,-15.252090104658317,-12.337632450744474,11.495559222090629,C265633-7,712,,Ag Ni Ri,{+0}(656-3)[7694],0
69,69,-7.461960609654494,7.809122662026585,1.780913459731176,C2209A9-B,502,,De Hi In Na Po,{+3}(785+0)[AC5A],3
70,70,-4.909345664136245,5.63459786933092,-2.008470949485086,C859340-7,402,S,Lo,{-2}(620+2)[613A],-2
71,71,-3.9753775169743544,-8.392609101041854,19.431824035975954,E435665-4,632,,Ni,{-3}(550-3)[6333],-3
72,72,12.74649250397894,-9.530655790891124,19.050400641562344,B630220-9,330,NS,De Lo Po,{+1}(D11+0)[3358],1
73,73,23.159992026707965,-1.0725181627458336,7.432042493997443,B9AA972-D,523,NS,Fl Hi In,{+5}(B8F+3)[AE8G],5
74,74,20.357350393586866,1.7371530240539723,-1.2540133291510824,B684645-8,422,,Ag Ni Ri,{+1}(E53-3)[775C],1
75,75,21.777895967152833,-7.447090772243686,-8.756440746881673,C49669B-8,832,,Ag Ni,{-1}(853-2)[7567],-1
76,76,-13.605049977376332,-14.222156639759708,-5.0632849001846445,C884749-4,531,,Ag Ri,{+1}(568+0)[6846],1
77,77,16.108667445383958,-8.940425573327133,3.926575132964749,A565864-A,610,NS,Ri,{+4}(67G-2)[BC3B],4
78,78,0.23226707085638454,17.730330857296796,-0.48493230654809705,B401110-8,434,,Ic Lo Va,{-1}(E00-5)[315A],-1
79,79,-9.42885238238934,-6.725410409684329,4.536639859481467,E220541-9,511,,De Ni Po,{-2}(744+4)[139B],-2
80,80,5.767334154079712,-2.3707452402917104,-20.036434694251128,D643432-5,501,,Ni,{-3}(530-3)[4177],-3
81,81,-4.4802457278562136,1.6270205855591025,1.5513983850485469,C695586-8,834,S,Ag Ni,{-1}(B44-1)[1459],-1
82,82,-15.842868598462696,-0.6500818499681593,-17.11426104360442,B867644-7,520,,Ag Ni Ri,{+1}(753+3)[9772],1
83,83,5.601906957938652,20.542293731637006,7.062216840427022,D684563-4,204,,Ag Ni,{-2}(743+4)[4351],-2
84,84,0.0765861653498956,13.858529343879471,9.40234507011195,A76A989-A,521,,Hi,{+3}(E8D+0)[AC36],3
85,85,-13.53676375572464,-0.3034343245124749,8.160118761493546,E402140-5,430,,Ic Lo Va,{-3}(A00+2)[1197],-3
86,86,6.837902269105673,17.149383644881777,3.8570657214586577,D495664-6,513,,Ag Ni,{-2}(A52-3)[344B],-2
87,87,-0.5187417069454692,0.1164062996724835,9.41340150203487,C452125-9,102,,Lo,{-1}(600+0)[213D],-1
88,88,-8.907154620793872,0.3773445754902127,8.797245736895343,B6759A7-A,311,NS,Hi In,{+5}(98E+5)[8E58],5
89,89,4.498030008843595,1.7611639344210506,0.7537678780783097,E7AA114-7,134,,Fl Lo,{-3}(700+1)[117B],-3
90,90,-6.430472949334259,-7.338675443417114,-7.808852376120007,C681831-3,423,S,Ri,{+0}(879-1)[7822],0
91,91,-14.888250753430803,19.080175177921273,-3.1022402048068107,E668353-5,110,,Lo,{-3}(920+4)[3144],-3
92,92,21.32503473708704,3.071248674953553,-1.603839817157171,A6A59A8-9,101,N,Fl Hi In,{+3}(789+1)[9C6A],3
93,93,-11.613523277362143,-1.3680110605124196,21.80332652766848,D632447-7,700,,Ni,{-3}(732+0)[4176],-3
94,94,0.9660784603021,-3.0854676919619797,-8.816182798060096,A437233-C,512,NS,Lo,{+2}(812+4)[349E],2
95,95,2.4029002768066854,10.80302009353067,-21.806648379698025,A585751-9,632,,Ag Ri,{+3}(G67-1)[7A6A],3
96,96,2.1531484733256443,0.628040493030485,-11.077435490692118,C321657-A,524,S,Na Ni Po,{+0}(C56-1)[5677],0
97,97,1.9470440994070803,-4.37744777078043,24.03410171192157,C644301-6,722,,Lo,{-2}(820-1)[315A],-2
98,98,1.4508702189670653,-15.220893594111423,-7.181139332319464,D120521-7,311,S,De Ni Po,{-3}(842+2)[9267],-3
99,99,-6.2148243855901235,11.548811817339717,19.35920848542292,DEFA575-4,902,S,Ni,{-3}(941+0)[2266],-3
100,100,-3.344935352371242,-18.005096964288686,-8.728556929802266,C335764-5,501,S,,{-1}(B65+1)[7654],-1
101,101,0.6513945283388778,-13.24091853506567,10.606851346282786,E200623-9,434,,Na Ni Va,{-2}(F53+0)[4458],-2
102,102,-1.2548742877609653,-11.901017393197478,-15.885280732015355,C9AA569-9,601,S,Fl Ni,{-1}(442+4)[748A],-1
103,103,12.543528834294742,-10.202101802362762,2.3464870459875833,E5357CA-8,413,,,{-2}(C65-1)[7589],-2
104,104,-1.2237093722485215,21.965768224410393,0.6427684746247608,C222751-C,400,S,Na,{+1}(769-1)[681G],1
105,105,5.338058897239112,0.32729823269740943,16.572522943040326,A100230-E,112,N,Lo Va,{+1}(511+0)[131J],1
106,106,11.817035274265015,-4.959767931824638,3.2995708314927708,C557831-8,314,S,,{-1}(C74-1)[673C],-1
107,107,-1.279202518404332,10.781192914108424,5.106312959785464,A336569-E,401,,Ni,{+1}(445-4)[767A],1
108,108,-2.336810540675688,-13.870347955793,-15.449775534022647,C66A9B9-9,410,,Hi,{+1}(888-3)[8A4C],1
109,109,-1.9074965006784295,-13.22729804405548,-8.573250709959524,C577558-8,511,S,Ag Ni,{-1}(841-4)[742A],-1
110,110,-9.589848966632102,-0.9146769887642514,21.484000662416204,E6306BB-4,101,,De Na Ni Po,{-3}(851+2)[5341],-3
111,111,-14.95156158529458,-4.419837675753241,11.485516360748605,E530354-9,730,,De Lo Po,{-2}(820-2)[2199],-2
112,112,-17.525546431574064,6.336120561883013,-4.639793416077737,E482001-5,022,,,{-3}(900-1)[1111],-3
113,113,1.360711129754194,-6.549079738198394,17.565374709784486,E980455-2,504,,De Ni,{-3}(930+5)[4172],-3
114,114,-13.815775439444078,-17.086688031721597,-6.437467614643399,B576546-A,302,,Ag Ni,{+2}(644+4)[671C],2
115,115,-19.915584221262822,2.789599596878567,-12.685374226857604,A59666B-8,421,N,Ag Ni,{+0}(754-1)[9676],0
116,116,7.655720793459975,7.563912548443552,9.194409381161856,B97538A-A,312,,Lo,{+1}(B21+2)[5489],1
117,117,-2.0613777890269693,5.29230649972815,-11.065232363386857,E67566A-2,404,,Ag Ni,{-2}(A50-2)[2441],-2
118,118,13.812998797167264,3.896540512388241,5.4441291672778895,X852453-3,202,,Ni,{-3}(C31+5)[1144],-3
119,119,-11.084099814993703,0.008698254443317843,-2.1620636226846566,E656300-4,701,,Lo,{-3}(820-1)[3116],-3
120,120,0.5319578516702839,20.12540154472911,5.972179740554406,D845331-6,331,S,Lo,{-3}(720-3)[4145],-3
121,121,-4.090501777256772,-16.604574939651943,12.581970246556129,C545BEG-4,110,,Hi In,{+1}(7AB+5)[8C29],1
122,122,-13.298145378230847,-4.702824595547838,-5.069810717066242,X412458-5,320,,Ic Ni,{-3}(831+0)[5133],-3
123,123,4.884360082801348,14.459789570220998,-9.755200103097561,B420879-C,400,,De Na Po,{+2}(87C-2)[AA7B],2
124,124,6.39888712577501,13.500325469717383,11.205434000267006,A6BA646-D,402,N,Fl Ni,{+1}(A55-5)[A72G],1
125,125,10.953445184695337,-3.787491093457118,16.049078339963664,B662A85-9,500,,Hi,{+2}(899+3)[9C6B],2
126,126,-1.9041536771482848,5.118613673158428,7.754272380099053,A59A9AC-C,710,N,Hi In,{+4}(58B+1)[5D3C],4
127,127,-0.9870317989222277,-19.273007354565685,9.450867419856445,D338963-7,103,,Hi In,{+0}(888+1)[796B],0
128,128,-13.09767124251281,-16.48861707158288,7.481898058336117,A5AA8AA-B,200,,Fl,{+2}(87D+1)[CA59],2
129,129,3.1289198421974582,21.1771954697847,3.196431791811283,B433764-C,331,,Na,{+2}(96C-1)[7959],2
130,130,5.522135772525283,16.58107394889057,1.5812026726022166,A9BA434-B,702,NS,Fl Ni,{+2}(C36+0)[166E],2
131,131,-8.676534197888847,4.136962193932287,-6.974334052181757,A684447-8,800,,Ni,{-1}(833+2)[23A8],-1
132,132,-16.453153884804866,0.6003421035052414,-5.344035244236533,C5588A9-4,400,,,{-1}(473-5)[A759],-1
133,133,4.021015553126683,-9.250950424834842,-6.083765419261011,D212504-6,404,,Ic Ni,{-3}(640-5)[5285],-3
134,134,5.472931479340354,12.460061763299985,-9.821714905700718,B77A462-9,403,,Ni,{+0}(932+0)[1417],0
135,135,15.054513413392112,9.749315918947094,4.592555854306424,E336454-6,600,,Ni,{-3}(430-3)[6174],-3
136,136,-0.7912910020075326,-20.91820663922507,2.700982984729028,D7968AE-4,133,,,{-2}(475-2)[96A7],-2
137,137,-2.195872974510543,7.128830168577716,-22.66110984131391,B4237CC-B,711,,Na,{+2}(E6B+2)[591C],2
138,138,-13.413299927357885,8.41192856258235,15.262275407648424,A67A154-D,132,N,Lo,{+1}(D01-5)[121G],1
139,139,3.8623499997930075,-15.284672468775874,-13.991760525305995,A530576-C,524,NS,De Ni Po,{+2}(D44+1)[976C],2
140,140,-1.4886754648611111,9.448691446439266,-12.015445717435858,B33659B-A,702,,Ni,{+1}(845+4)[A657],1
141,141,-16.805390600624843,-16.5283521038809,5.222859939347085,D686110-2,130,S,Lo,{-3}(900+1)[1164],-3
142,142,-3.794298678852248,-22.28014529154485,5.478593862126524,E000554-8,122,,As Ni Va,{-3}(843+0)[7256],-3
143,143,1.6489194876851743,-14.277439659379244,-9.641935606994762,B150101-B,612,,De Lo Po,{+1}(A01+2)[1279],1
144,144,7.103969831239171,6.965907311160158,-18.398419074988563,B369698-A,132,,Ni Ri,{+2}(A55+5)[681A],2
145,145,2.8440204996019567,-11.412543373026335,-5.236193568684644,B993221-9,713,,Lo,{+0}(D10+5)[4214],0
146,146,6.28719448450184,-1.6246407444458766,-13.489532547828215,C644358-7,532,,Lo,{-2}(620-2)[5152],-2
147,147,-11.490849779763524,7.113332743857498,-17.413162701723472,D210986-5,100,S,Hi In Na,{+0}(586+0)[B996],0
148,148,-17.689012021225842,-1.9108504450121633,15.955799114639923,A524887-D,132,,,{+2}(C75-2)[5A4E],2
149,149,-3.498152687370548,-5.161075904584828,6.122183491007704,B458122-9,122,,Lo,{+0}(600-3)[3135],0
150,150,19.48570018136944,-3.2118741171709875,5.941417228973944,A534646-D,323,NS,Ni,{+2}(F53-1)[985D],2
151,151,-11.190483443822513,-14.69084574356735,12.321572491610205,D545100-7,402,S,Lo,{-3}(600+2)[11A6],-3
152,152,1.2344675055248666,-18.961977199409958,-13.519066140328334,C9A9AED-5,314,,Fl Hi In,{+1}(C9A-1)[9B37],1
153,153,-6.611426224388595,-17.890774693292048,9.257998005051842,X3109BC-2,500,,Hi In Na,{+0}(887+1)[D941],0
154,154,-9.070128506531622,-18.49098394522331,0.1992724134858237,C6368BD-4,213,,,{-1}(773+1)[4738],-1
155,155,-14.966547085937304,-12.617065682426459,13.279358383032413,B266554-C,501,,Ag Ni,{+2}(648+4)[373B],2
156,156,-19.65300130952798,-14.206972292615944,-5.539209437267539,E7AA337-5,432,,Fl Lo,{-3}(420+0)[1158],-3
157,157,-17.955846021344595,9.502128269012772,-2.9641592219858905,E347234-6,322,,Lo,{-3}(910+4)[3158],-3
158,158,5.65229654347687,-5.917505997690064,-8.137698050340402,C686220-7,302,,Lo,{-2}(310-1)[3154],-2
159,159,8.244960706149234,-4.387110024215302,-19.488612009094147,C410549-A,301,S,Ni,{+0}(842-3)[3558],0
160,160,-14.822281968387884,-8.64706375975603,16.997994524443165,E7978BD-4,110,,,{-2}(478-1)[3624],-2
161,161,15.65784904962031,-19.280180944872,0.5366423810817478,C783861-4,430,,Ri,{+0}(97A+0)[6827],0
162,162,-10.716614764053551,9.039925284042976,0.923236167610908,C552672-4,402,,Ni,{-2}(852+0)[6488],-2
163,163,11.199159753695898,-2.462423107459266,16.35935225782263,C7BA014-B,014,,Fl,{+0}(C00-1)[1111],0
164,164,20.402299530319628,-10.682784333790712,-0.139370885333423,B657448-A,621,,Ni,{+1}(833-1)[4525],1
165,165,11.957144469078884,-1.3534363899497581,0.5864963172486137,E644698-1,212,,Ni,{-3}(553-3)[7344],-3
166,166,1.3359005132186408,12.373873700346827,10.273601506099006,D592444-4,702,,Ni,{-3}(732+2)[7153],-3
167,167,5.987319054995038,20.25025569434915,4.20699136404184,D535200-3,304,S,Lo,{-3}(A10+2)[1146],-3
168,168,-7.307507334270663,-14.054579401090677,-7.674569669065273,B667687-8,302,NS,Ag Ni Ri,{+2}(755-1)[285A],2
169,169,-5.796290206050358,-14.963168553751395,4.5000600795038315,D55779A-3,530,,Ag,{-1}(463+2)[A667],-1
170,170,-9.371140574626047,-15.15955607509724,-16.085525863950462,A544543-D,712,,Ni,{+1}(846+0)[464A],1
171,171,-5.079750762662327,14.206277344821356,2.840860372277082,C683301-5,902,,Lo,{-2}(720+0)[4173],-2
172,172,1.5329581024543626,4.439035725866497,18.36376727626135,B776698-8,510,NS,Ag Ni,{+1}(456-1)[3798],1
173,173,-7.780017773110471,18.782752702005862,-13.736496730285369,X443753-1,522,,,{-2}(465-4)[5541],-2
174,174,1.8456695175943783,4.5210975799102435,19.487743298334294,C501977-6,502,,Hi Ic In Na Va,{+1}(584-3)[5A28],1
175,175,-13.206767802438224,9.219191696936418,0.6296873117138557,B7B8587-A,424,,Fl Ni,{+1}(F44-4)[4679],1
176,176,-19.083634894295542,6.3028176738243955,2.723213525097934,C3389C8-8,402,S,Hi In,{+1}(C8C+2)[AA68],1
177,177,17.416074831427864,-0.502338502623112,1.9664128938057357,C620846-7,112,,De Na Po,{-1}(974-1)[873B],-1
178,178,-1.0352111015448806,-15.731719111846171,-3.1300607634209996,C201468-7,220,,Ic Ni Va,{-2}(532+1)[2257],-2
179,179,-11.065161850749238,15.579460637456572,14.96416529616808,B366420-8,430,,Ni,{-1}(A33-2)[9357],-1
180,180,2.798136060869644,-2.4146956970730606,-10.831206643752495,E520221-6,210,,De Lo Po,{-3}(B10+3)[41A4],-3
181,181,16.76534461254462,-3.8158406646338516,10.663916434440274,A300436-9,300,NS,Ni Va,{+1}(533-3)[5546],1
182,182,-2.963616761042714,-0.1712387752700495,-21.684889958251585,E500656-7,204,,Na Ni Va,{-3}(850-2)[635B],-3
183,183,-12.892969250990788,12.136907633874644,-17.433489895130872,E778524-1,302,,Ag Ni,{-2}(842-3)[1321],-2
184,184,17.20796285607134,-3.2859684287558366,-3.737871905331641,B000544-7,332,,As Ni Va,{-1}(743-1)[4415],-1
185,185,23.874099066473974,5.245097622835804,-1.892857042435181,E2479BD-7,501,,Hi In,{+0}(586-1)[895B],0
186,186,7.689156683530446,4.375218471840836,-21.213371980850486,B633337-6,100,,Lo,{-1}(620+1)[3298],-1
187,187,-5.754618352278346,-8.464182764516476,6.546279075999372,A664599-A,801,,Ag Ni,{+2}(347+2)[A716],2
188,188,15.338715645093332,11.27787604901236,11.492111580070253,D411333-3,300,,Ic Lo,{-3}(920+0)[1173],-3
189,189,-11.549639277876572,-8.69084853757453,-2.4998666691189717,C443442-5,333,,Ni,{-2}(730-3)[4255],-2
190,190,-5.183353008515951,0.007837662053522543,6.7991798239843915,B566274-7,512,,Lo,{-1}(510-2)[1153],-1
191,191,-2.324970612340654,10.197296086034513,-10.96770298513774,E538657-8,710,,Ni,{-3}(753-2)[734D],-3
192,192,-18.068558730578978,-8.145426900767294,-2.9176127511943593,C877898-6,622,,,{-1}(674+0)[8767],-1
193,193,19.257447088980626,-6.353062518085656,-0.19091935852127428,X526954-5,602,,Hi In,{+0}(786-1)[A923],0
194,194,11.521628225409353,-3.6388667483715165,-0.17438370183117113,A302057-E,011,NS,Ic Va,{+2}(C00-2)[1111],2
195,195,13.251670067661813,-0.606215162849999,-0.30844624532013754,B56489A-7,702,NS,Ri,{+2}(57A-1)[BA4B],2
196,196,-12.570312203424189,8.312953382818367,1.3710193822614847,C585268-6,510,S,Lo,{-2}(910+1)[1146],-2
197,197,16.528726292573115,-7.57896748092774,-2.662932564371018,D33179D-3,604,S,Na Po,{-2}(763-2)[8588],-2
198,198,-10.571170228242993,-6.710619488263641,-12.460605020644305,D565977-6,100,S,Hi,{-1}(282-1)[B869],-1
199,199,4.776306448920447,5.609658099835396,3.7101537297057288,C37558A-8,532,S,Ag Ni,{-1}(E42-1)[4456],-1
200,200,-6.753147474264454,-9.401606844707116,3.9892423243947595,B221788-B,404,,Na Po,{+2}(E68+2)[595B],2
201,201,-0.888260538527369,-18.315820611358763,4.481174124874471,C584743-8,304,,Ag Ri,{+1}(B64+1)[4813],1
202,202,-0.26423790215801546,15.911047236017833,-2.790394135020857,B3016BC-B,612,,Ic Na Ni Va,{+1}(B56-2)[174F],1
203,203,-6.208831239964841,2.6454822175944415,10.638534066098588,C8DA765-9,600,,,{+0}(A63-1)[8758],0
204,204,11.365384101456044,8.277059958724903,-18.7927871551776,A598455-A,400,,Ni,{+1}(B34-3)[155B],1
205,205,4.467336302439012,9.175279011543076,5.053097252669236,C545300-8,402,,Lo,{-2}(720-2)[111C],-2
206,206,21.39342861407153,8.638423487205948,8.298458617575012,C110101-6,230,S,Lo,{-2}(B00-3)[118B],-2
207,207,9.888363198410083,-2.8345140737320254,-8.275947964667296,C565853-6,610,S,Ri,{+0}(678-5)[A854],0
208,208,-14.907031124327014,-11.097334689055966,11.579110023386274,X456369-3,120,,Lo,{-3}(620+1)[4155],-3
209,209,9.311117460549251,14.147304009006788,-4.583654691266048,B467113-8,622,NS,Lo,{+0}(C00-2)[118B],0
210,210,-7.490239967308382,-22.870450961599836,-3.912384976180566,B520210-A,802,,De Lo Po,{+1}(D11+2)[436A],1
211,211,19.90687468284228,10.066032225322441,0.40892331044019015,A444122-9,102,N,Lo,{+0}(D00+1)[2159],0
212,212,-6.648999005501177,-15.926592429011466,2.9977522202881133,A222543-B,521,N,Ni,{+1}(B47+0)[761B],1
213,213,3.4109206865592823,-15.642524994660967,3.5873019555634156,B7B7766-6,430,,Fl,{+0}(267-3)[775A],0
214,214,4.685589408798246,3.6018302304033356,6.39862759161206,D764546-4,700,S,Ag Ni,{-2}(642-4)[3334],-2
215,215,10.451133228444931,5.288789010386264,-4.953847932873723,C4009DC-4,400,S,Hi In Na Va,{+1}(A8B+1)[7A61],1
216,216,12.395463684137088,7.490583630110676,-1.4531127476852201,C597857-A,700,S,,{+1}(978+1)[793A],1
217,217,19.32815525316251,5.239647800092545,7.899228173025419,A437100-E,602,NS,Lo,{+2}(D02-1)[3379],2
218,218,-0.4378655847455726,-6.867043512626325,22.430437947971487,C332320-9,704,S,Lo,{-1}(A20+0)[4235],-1
219,219,-18.96877774507996,-8.456809763058832,-3.3681249963945503,B620310-7,402,,De Lo Po,{-1}(920-5)[225B],-1
220,220,-13.532760909124653,-10.538621921773277,17.631712308919585,C465643-9,633,S,Ag Ni Ri,{+1}(B56-2)[976D],1
221,221,8.963099280029091,-10.55968077904753,2.800863988419061,E000447-7,602,,As Ni Va,{-3}(831+4)[3159],-3
222,222,-7.992692945010865,-5.169218906735357,18.977439967487637,C545531-6,722,,Ni,{-2}(540+1)[3336],-2
223,223,10.452407505048688,-9.175555547999553,8.490798184721243,C567898-6,501,,Ri,{+0}(475-1)[683B],0
224,224,-3.4091512651003244,9.194131625688328,18.407408251806885,C59259E-6,730,,Ni,{-2}(641+1)[1376],-2
225,225,6.121240469426836,16.408803080856416,13.019791528171975,A300000-A,002,,Ba Va,{+1}(900+0)[1111],1
