,id,x,y,z,uwp,pbg,base,trade,IxExCx,ix
21,21,-5.239666261086073,-0.13932852020815956,19.23044870963786,A2009AB-E,100,,Hi In Na Va ,{+2}(58A-3)[AB1D],2
22,22,8.87801819906196,-13.635927470402093,16.622797870242696,E66349D-1,112,,Ni ,{-3}(430+0)[2171],-3
23,23,-18.464731005393283,1.0362789562726182,-5.478939260285765,C9BA485-7,103,S,Fl Ni ,{-2}(832-4)[1247],-2
24,24,-9.409212191559135,-7.155363585483704,6.988243777000297,B596566-9,521,NS,Ag Ni ,{+1}(D45+0)[7618],1
25,25,7.420795673820773,11.198567101592838,14.879186609248308,AD96223-A,410,,Lo ,{+1}(511+0)[5359],1
26,26,-11.866144188406452,-0.8743487698090024,-1.3692571820027755,B695633-8,100,,Ag Ni ,{-1}(651+4)[5579],-1
27,27,6.305178608770867,-10.36904586804847,13.512465417519598,C8B7675-8,800,,Fl Ni ,{-2}(951-1)[8476],-2
28,28,22.76034302256128,-3.438305135806802,8.668197601847716,B579574-8,603,,Ni ,{-1}(844+0)[2488],-1
29,29,-11.495003790716934,-11.049424994776247,9.374772444932411,D312654-4,420,S,Ic Na Ni ,{-3}(752+2)[8322],-3
30,30,-14.260847795471154,-5.595390419580615,14.546807319882033,A2208DJ-C,703,N,De Na Po ,{+2}(A7C-2)[6A7D],2
31,31,4.685965512123991,-6.886872484861506,7.353306615664856,C20426A-A,120,,Ic Lo Va ,{+0}(D10+1)[225B],0
32,32,-20.638817139176663,-3.005844962898979,0.7000068681361382,A783200-8,602,NS,Lo ,{+0}(910-3)[126A],0
33,33,8.083626522207538,-18.512364876976996,-10.208369067827022,B641787-6,312,,Po ,{+0}(964+4)[5774],0
34,34,-19.235141373794818,5.827945113306921,6.2630058220210785,E794211-2,200,,Lo ,{-3}(910+2)[1154],-3
35,35,9.342960523345784,18.61136855076102,7.7538227018170485,B479340-B,222,NS,Lo ,{+2}(822-5)[4518],2
36,36,14.651915413827792,-1.7134296592197729,10.507428054323697,B411331-A,502,NS,Ic Lo ,{+2}(922+0)[553C],2
37,37,-7.650153351397654,-19.386747929941865,9.647550483254646,E504444-5,122,,Ic Ni Va ,{-3}(A30-1)[4186],-3
38,38,-3.4623203096305954,-12.673895384840156,-7.629576391248088,B234676-9,622,NS,Ni ,{+1}(B55+1)[9786],1
39,39,17.50853449928095,-11.959765301960722,-6.408222492593707,B683864-7,300,,Ri ,{+0}(878-1)[D818],0
40,40,14.580902476666752,14.355320386368792,-4.927178911538404,B9CA457-A,530,,Fl Ni ,{+1}(637-3)[354A],1
41,41,-5.052188219129134,17.397037797107533,0.9532633133817192,A876686-B,310,N,Ag Ni ,{+1}(856+0)[A78A],1
42,42,2.661251256059943,-0.006370385311821325,-21.444151745496498,C9AA463-A,102,S,Fl Ni ,{+0}(932-3)[447C],0
43,43,11.676471182173076,21.932994487809292,-1.19709477888863,B7AA434-8,130,,Fl Ni ,{-1}(A32+0)[8369],-1
44,44,-20.487235803266753,-8.694863952938048,1.771074992361693,B688100-6,401,NS,Lo ,{+0}(600-4)[1153],0
45,45,1.4813104006401345,5.171614696036997,0.35376957380625074,A403473-E,931,,Ic Ni Va ,{+1}(B33-1)[256G],1
46,46,-13.298248827076769,1.005709600453475,14.91718043211287,A13088B-D,400,N,De Na Po ,{+2}(479+2)[DA9D],2
47,47,-1.8694298949875954,-2.639041001673154,13.790119884463598,A66A632-A,302,,Ni Ri ,{+1}(C57-2)[7776],1
48,48,-11.480797463969278,14.766508077984842,0.2301610612501337,B259A7A-9,602,,Hi ,{+1}(D94-1)[9B79],1
49,49,4.0644473106389025,5.957034702508507,-15.373012530418906,C662322-5,733,,Lo ,{-2}(720-1)[2165],-2
50,50,0.7614044415530763,-14.456302681958016,-12.206919916314762,C334889-5,412,S,,{-1}(975+3)[8799],-1
51,51,-2.5468041458948765,-18.90532224465683,15.424281601985296,E885388-4,412,,Lo ,{-3}(620+0)[1148],-3
52,52,-2.3679782766142576,-3.762531267589353,-15.200873707642105,A574642-A,800,NS,Ag Ni ,{+2}(856-2)[185A],2
53,53,-1.826710753282923,11.047963506642178,21.716129550202012,E420987-7,702,,De Hi In Na Po ,{-2}(388-1)[C766],-2
54,54,12.092558471496023,-16.78147890067414,-11.042025006618882,C311222-A,420,S,Ic Lo ,{+0}(810-3)[624B],0
55,55,10.166832160191413,-3.6377829837222206,12.723466370827834,B234101-8,732,,Lo ,{-1}(A00+1)[6187],-1
56,56,-10.48667860137465,-10.838267878069136,-4.967535837564779,B874331-8,302,,Lo ,{-1}(620+1)[729C],-1
57,57,5.497025987162068,8.464476465111503,2.5646796271242387,A6AA345-E,200,N,Fl Lo ,{+1}(621+1)[348J],1
58,58,4.110246172406834,-21.284320626610736,3.987026798024418,A430311-B,400,,De Lo Po ,{+1}(421-1)[547C],1
59,59,-4.369146842591126,1.846708755695342,3.7772037554297033,A877696-9,402,,Ag Ni ,{+0}(455-1)[5659],0
60,60,-1.6536236457132925,18.983530440413126,5.291896658036077,E5788AE-5,330,,,{-2}(872+0)[5617],-2
61,61,10.826941588012273,-13.331356343189926,-9.582435714185594,E100564-7,710,,Ni Va ,{-3}(943-1)[5269],-3
62,62,1.567133080191907,-12.800694942033575,-20.916388326640856,C211776-8,620,,Ic Na ,{-1}(963+4)[9643],-1
63,63,-6.003664896217348,-22.27821270510323,-8.812982600064862,X453477-0,310,,Ni ,{-3}(733+1)[6161],-3
64,64,4.395531046729112,6.7970142127102005,-12.016720020335237,C520325-8,212,,De Lo Po ,{-2}(D20-2)[2198],-2
65,65,13.06237604834341,-18.817473609357226,-4.730980040990229,A8D9002-C,002,N,,{+1}(D00-4)[1111],1
66,66,-11.152924337812504,9.835443546788131,-15.803665176006465,B684355-6,102,NS,Lo ,{+0}(820-5)[2329],0
67,67,-13.896486554133707,-12.978353934228416,10.471410982101109,C4558CD-5,700,S,,{-1}(A77-2)[4745],-1
68,68,-7.159181958157468,18.108143592007686,-1.0525581253349015,C265633-7,712,,Ag Ni Ri ,{-2}(654-3)[7494],-2
69,69,15.52161115093345,12.972411791166,6.872509592145515,C2209A9-B,502,,De Hi In Na Po ,{+1}(783+0)[AA5A],1
70,70,-20.982908749641023,-7.051307843838367,8.321200860532397,C859340-7,402,S,Lo ,{-2}(620+2)[613A],-2
71,71,4.485363901480871,-23.084725192194718,-6.069262875379039,E435665-4,632,,Ni ,{-3}(550-3)[6333],-3
72,72,-5.024278091464063,5.966240025140534,-23.714517578322248,B630220-9,330,NS,De Lo Po ,{+1}(D11+0)[3358],1
73,73,2.6023896507067654,-5.591644098153687,-19.11198757216158,B9AA972-D,523,NS,Fl Hi In ,{+3}(B8D+3)[AC8G],3
74,74,19.82441726451584,7.286850591375549,-12.55100127931859,B684645-8,422,,Ag Ni Ri ,{-1}(E51-3)[755C],-1
75,75,-21.02887018042296,7.983202410805179,-2.2167660611588924,C49669B-8,832,,Ag Ni ,{-2}(852-2)[7467],-2
76,76,-2.854893686479226,15.535132970211386,12.163873229357074,C884749-4,531,,Ag Ri ,{-1}(566+0)[6646],-1
77,77,7.774054885510484,1.7272522814729185,-14.655445440628794,A565864-A,610,NS,Ri ,{+3}(67F-2)[BB3B],3
78,78,4.341935572415945,13.15583904481301,-3.7667582794919827,B401110-8,434,,Ic Lo Va ,{-1}(E00-5)[315A],-1
79,79,-11.423063144894952,-9.499217102548464,13.088922899002897,E220541-9,511,,De Ni Po ,{-2}(744+4)[139B],-2
80,80,8.308632299897184,-8.445935935082183,-16.200943506000087,D643432-5,501,,Ni ,{-3}(530-3)[4177],-3
81,81,-8.412580869172492,13.713053259426694,18.018244770599413,C695586-8,834,S,Ag Ni ,{-2}(B43-1)[1359],-2
82,82,4.6089494227670835,-16.02168757153011,16.31965971608888,B867644-7,520,,Ag Ni Ri ,{-1}(751+3)[9572],-1
83,83,6.654735125084288,-3.1359386686393487,20.2335695545238,D684563-4,204,,Ag Ni ,{-3}(742+4)[4251],-3
84,84,-10.7895151949715,-4.035195284945808,-15.959121750477067,A76A989-A,521,,Hi ,{+2}(E8C+0)[AB36],2
85,85,7.028586876076915,-12.984110000187489,-19.88036620150825,E402140-5,430,,Ic Lo Va ,{-3}(A00+2)[1197],-3
86,86,-8.998621695113746,-19.18113068379295,6.528988704800126,D495664-6,513,,Ag Ni ,{-3}(A51-3)[334B],-3
87,87,-6.376422172382018,2.3967979341447787,-1.1760511305479449,C452125-9,102,,Lo ,{-1}(600+0)[213D],-1
88,88,-12.33998592004642,-17.623815583050227,3.0639444951546135,B6759A7-A,311,NS,Hi In ,{+3}(98C+5)[8C58],3
89,89,16.735764499472744,-6.595797241860069,0.7622207319632424,E7AA114-7,134,,Fl Lo ,{-3}(700+1)[117B],-3
90,90,-4.641406401939846,-22.268944600740927,-10.007092413252389,C681831-3,423,S,Ri ,{-1}(878-1)[7722],-1
91,91,-11.058284908485188,-3.3292373482700146,-5.348814976010541,E668353-5,110,,Lo ,{-3}(920+4)[3144],-3
92,92,-1.5109699219414352,-0.7585513542636091,13.199464169346943,A6A59A8-9,101,N,Fl Hi In ,{+1}(787+1)[9A6A],1
93,93,15.283862178028357,-18.406575239467216,3.997539839134856,D632447-7,700,,Ni ,{-3}(732+0)[4176],-3
94,94,12.08497815757194,0.6348126498445461,15.07934421576591,A437233-C,512,NS,Lo ,{+2}(812+4)[349E],2
95,95,8.7116846537795,-4.529272155260849,-0.2772452654612956,A585751-9,632,,Ag Ri ,{+1}(G65-1)[786A],1
96,96,-14.289152196199495,-7.172372230096058,2.1642773060029095,C321657-A,524,S,Na Ni Po ,{+0}(C56-1)[5677],0
97,97,-7.391027820840057,8.26594666067188,-13.792621733179654,C644301-6,722,,Lo ,{-2}(820-1)[315A],-2
98,98,-13.154257545271008,0.6820984001438768,-5.128655854327096,D120521-7,311,S,De Ni Po ,{-3}(842+2)[9267],-3
99,99,-16.03541201722058,-5.740124208355185,16.665188610106934,DEFA575-4,902,S,Ni ,{-3}(941+0)[2266],-3
100,100,-15.957619680550007,16.355240915098772,9.433275575479177,C335764-5,501,S,,{-1}(B65+1)[7654],-1
101,101,-14.800458741210937,-4.4013329911970045,-9.974016969079159,E200623-9,434,,Na Ni Va ,{-2}(F53+0)[4458],-2
102,102,16.826785498731244,10.796591519932353,4.181508373741904,C9AA569-9,601,S,Fl Ni ,{-1}(442+4)[748A],-1
103,103,-16.221053095593067,-5.270307841645866,-14.081719192811793,E5357CA-8,413,,,{-2}(C65-1)[7589],-2
104,104,9.905203849619221,-1.1688487870280262,0.5886003781808868,C222751-C,400,S,Na ,{+1}(769-1)[681G],1
105,105,-4.830548173579652,18.384596172757657,15.215004058722059,A100230-E,112,N,Lo Va ,{+1}(511+0)[131J],1
106,106,-4.879247133223186,-1.1626677923317674,-12.782166666967997,C557831-8,314,S,,{-1}(C74-1)[673C],-1
107,107,-14.711552334322775,8.45431747643417,8.386272539969703,A336569-E,401,,Ni ,{+1}(445-4)[767A],1
108,108,10.152641870793266,11.733352503265953,3.903614611271017,C66A9B9-9,410,,Hi ,{+0}(887-3)[894C],0
109,109,-10.784953950143716,5.539452527251099,17.72303569362338,C577558-8,511,S,Ag Ni ,{-2}(840-4)[732A],-2
110,110,8.161441206806908,12.063695598740809,14.742502842579713,E6306BB-4,101,,De Na Ni Po ,{-3}(851+2)[5341],-3
111,111,-7.6274153337525625,12.184233198495587,-3.8717446883093034,E530354-9,730,,De Lo Po ,{-2}(820-2)[2199],-2
112,112,-16.572151787194798,8.861336765006595,6.712548998052598,E482001-5,022,,,{-3}(900-1)[1111],-3
113,113,-16.536482333055268,-8.856848720221711,3.062950809942566,E980455-2,504,,De Ni ,{-3}(930+5)[4172],-3
114,114,2.827311280085043,-9.802255738146965,8.826897422081604,B576546-A,302,,Ag Ni ,{+1}(643+4)[661C],1
115,115,-16.70294914921659,2.2304087040908636,13.942897382277685,A59666B-8,421,N,Ag Ni ,{-1}(753-1)[9576],-1
116,116,12.289659173717322,-19.553034004147072,3.6372925771389064,B97538A-A,312,,Lo ,{+1}(B21+2)[5489],1
117,117,8.89391186370233,5.407226303483176,-19.07878961814346,E67566A-2,404,,Ag Ni ,{-3}(A50-2)[2341],-3
118,118,3.2659776978777644,-1.7199749478749304,-8.633915970772799,X852453-3,202,,Ni ,{-3}(C31+5)[1144],-3
119,119,-0.9249708382935873,20.929633968285106,0.3815494162463351,E656300-4,701,,Lo ,{-3}(820-1)[3116],-3
120,120,-4.676636179682081,-12.116524289899328,-12.4236879024685,D845331-6,331,S,Lo ,{-3}(720-3)[4145],-3
121,121,-0.7450840541253723,8.373501368342618,5.720092928740877,C545BEG-4,110,,Hi In ,{-1}(7A9+5)[8A29],-1
122,122,-9.621515364802208,-14.603017655960132,16.307060424863767,X412458-5,320,,Ic Ni ,{-3}(831+0)[5133],-3
123,123,20.515854656238258,-5.903977824139983,-5.163551395695015,B420879-C,400,,De Na Po ,{+2}(87C-2)[AA7B],2
124,124,6.516059939417168,3.927518202522029,18.064545781418328,A6BA646-D,402,N,Fl Ni ,{+1}(A55-5)[A72G],1
125,125,-2.4421514326615656,-2.9683453572949716,1.9593482504312865,B662A85-9,500,,Hi ,{+1}(898+3)[9B6B],1
126,126,1.8490207256939895,-2.207415536712698,-8.151979832863777,A59A9AC-C,710,N,Hi In ,{+2}(589+1)[5B3C],2
127,127,1.0817975805128888,22.53206502285195,8.031818640771649,D338963-7,103,,Hi In ,{-2}(886+1)[776B],-2
128,128,-0.35028586386082194,18.949950094594108,12.295915713923062,A5AA8AA-B,200,,Fl ,{+2}(87D+1)[CA59],2
129,129,-14.034714461978954,1.9788727455080979,-12.135711551199263,B433764-C,331,,Na ,{+2}(96C-1)[7959],2
130,130,-2.5471118682517835,7.066587993940177,7.093948730541793,A9BA434-B,702,NS,Fl Ni ,{+2}(C36+0)[166E],2
131,131,-24.394740114213338,1.044168339349233,2.7289319083910915,A684447-8,800,,Ni ,{-1}(833+2)[23A8],-1
132,132,-3.2189087377113568,10.06529470103823,-21.37329206820703,C5588A9-4,400,,,{-1}(473-5)[A759],-1
133,133,-17.17281903373659,-0.5500879699951278,-5.4927438704409965,D212504-6,404,,Ic Ni ,{-3}(640-5)[5285],-3
134,134,5.790409842353545,-13.773750067780332,3.327047474114242,B77A462-9,403,,Ni ,{+0}(932+0)[1417],0
135,135,-20.724190999708313,-6.851483290737271,-4.806284627903174,E336454-6,600,,Ni ,{-3}(430-3)[6174],-3
136,136,14.290647365208786,-1.6288158968379096,5.1151340873777205,D7968AE-4,133,,,{-2}(475-2)[96A7],-2
137,137,-3.7483657244460957,-7.226215283330961,-19.120277097790616,B4237CC-B,711,,Na ,{+2}(E6B+2)[591C],2
138,138,1.4775069197366542,23.85884283410455,2.8156971276296403,A67A154-D,132,N,Lo ,{+1}(D01-5)[121G],1
139,139,-14.202148582970441,-2.9638471948055467,-14.530082238842168,A530576-C,524,NS,De Ni Po ,{+2}(D44+1)[976C],2
140,140,-19.17766264969009,7.56870542729306,3.6276430459831035,B33659B-A,702,,Ni ,{+1}(845+4)[A657],1
141,141,-0.17790887974624137,16.93653080539313,-1.850712195120846,D686110-2,130,S,Lo ,{-3}(900+1)[1164],-3
142,142,-8.538469468752963,15.92358678601281,7.434936895130723,E000554-8,122,,As Ni Va ,{-3}(843+0)[7256],-3
143,143,-9.069654156870705,14.468584563173915,6.951070088192174,B150101-B,612,,De Lo Po ,{+1}(A01+2)[1279],1
144,144,-1.4469691146192676,5.038059932981126,-9.711481833951263,B369698-A,132,,Ni Ri ,{+1}(A54+5)[671A],1
145,145,10.21853230279191,15.32633697653602,-7.132094809135769,B993221-9,713,,Lo ,{+0}(D10+5)[4214],0
146,146,-16.805930765023337,7.264606534192813,6.05032250279095,C644358-7,532,,Lo ,{-2}(620-2)[5152],-2
147,147,12.441144834357477,-11.160414184577483,-18.212808801572578,D210986-5,100,S,Hi In Na ,{-2}(584+0)[B796],-2
148,148,22.360709024542246,-3.240777676405604,-1.3266624889053835,A524887-D,132,,,{+2}(C75-2)[5A4E],2
149,149,-9.797594327855464,18.911348313751077,4.606137517618275,B458122-9,122,,Lo ,{+0}(600-3)[3135],0
150,150,10.247450360061649,2.2438088036579984,9.616461838653967,A534646-D,323,NS,Ni ,{+2}(F53-1)[985D],2
151,151,-0.7050262551172193,5.946796833033508,-2.1928469338388714,D545100-7,402,S,Lo ,{-3}(600+2)[11A6],-3
152,152,-3.1631404581759117,-8.784027557217872,-10.93777008953607,C9A9AED-5,314,,Fl Hi In ,{-1}(C98-1)[9937],-1
153,153,14.059071598150407,15.44975765202256,-8.94659075668126,X3109BC-2,500,,Hi In Na ,{-2}(885+1)[D741],-2
154,154,18.386989459148023,-9.359255494017205,13.74460225294752,C6368BD-4,213,,,{-1}(773+1)[4738],-1
155,155,-0.9976520486967067,-11.349321713835991,-14.111567536915082,B266554-C,501,,Ag Ni ,{+1}(647+4)[363B],1
156,156,-4.944903507238241,-16.265040757414816,9.397057723454882,E7AA337-5,432,,Fl Lo ,{-3}(420+0)[1158],-3
157,157,-3.2492189812123486,17.542927367118864,-11.380878364684094,E347234-6,322,,Lo ,{-3}(910+4)[3158],-3
158,158,15.803262901609273,16.726056255207872,-0.4241198165677418,C686220-7,302,,Lo ,{-2}(310-1)[3154],-2
159,159,-8.103743636773187,-10.870037943698746,-1.626379982376136,C410549-A,301,S,Ni ,{+0}(842-3)[3558],0
160,160,4.10773735218436,17.758041910288004,2.944491457360848,E7978BD-4,110,,,{-2}(478-1)[3624],-2
161,161,-0.2097798348320079,7.4875258512903,-3.0298110563605207,C783861-4,430,,Ri ,{-1}(979+0)[6727],-1
162,162,5.070419981753149,-17.03849517560973,2.435767135603112,C552672-4,402,,Ni ,{-2}(852+0)[6488],-2
163,163,-7.588270929550256,-14.52012612950484,1.7593071329604248,C7BA014-B,014,,Fl ,{+0}(C00-1)[1111],0
164,164,-1.635257814154284,-20.694418640658323,0.4140710521947255,B657448-A,621,,Ni ,{+1}(833-1)[4525],1
165,165,16.01675106586474,0.8940271653184062,12.351320559680989,E644698-1,212,,Ni ,{-3}(553-3)[7344],-3
166,166,-19.404435748908032,-2.7756633261399877,2.383266699181963,D592444-4,702,,Ni ,{-3}(732+2)[7153],-3
167,167,3.5006731644980746,-23.667799763360325,-3.029725771825359,D535200-3,304,S,Lo ,{-3}(A10+2)[1146],-3
168,168,-8.41716475924908,-21.224073807552468,0.617271002776304,B667687-8,302,NS,Ag Ni Ri ,{+0}(753-1)[265A],0
169,169,-17.081584303922444,14.7805647345782,-4.279157853151644,D55779A-3,530,,Ag ,{-2}(462+2)[A567],-2
170,170,12.316008124719179,10.953060652008379,7.592633310629665,A544543-D,712,,Ni ,{+1}(846+0)[464A],1
171,171,-5.190008836933579,-5.2093894114124515,-22.82820151750866,C683301-5,902,,Lo ,{-2}(720+0)[4173],-2
172,172,3.8234596240689642,-5.103453263276214,21.47403611386569,B776698-8,510,NS,Ag Ni ,{+0}(455-1)[3698],0
173,173,-1.896169628531269,-6.065211450971947,7.213557622514277,X443753-1,522,,,{-2}(465-4)[5541],-2
174,174,8.839593157011134,-15.24200772941517,8.676969742004943,C501977-6,502,,Hi Ic In Na Va ,{-1}(582-3)[5828],-1
175,175,18.695448031692706,8.925849515490453,-12.960853547344392,B7B8587-A,424,,Fl Ni ,{+1}(F44-4)[4679],1
176,176,2.5964370673280337,-9.31459887363253,0.25847385196201556,C3389C8-8,402,S,Hi In ,{-1}(C8A+2)[A868],-1
177,177,-20.63497867500094,-3.1562811947425775,4.034062168545854,C620846-7,112,,De Na Po ,{-1}(974-1)[873B],-1
178,178,-1.9125138934895258,-15.604881460598168,-6.277695301105429,C201468-7,220,,Ic Ni Va ,{-2}(532+1)[2257],-2
179,179,-18.616881495977715,8.528667195192401,-6.548228298512399,B366420-8,430,,Ni ,{-1}(A33-2)[9357],-1
180,180,-6.86278328182458,-1.3390024569690573,-22.672408293802754,E520221-6,210,,De Lo Po ,{-3}(B10+3)[41A4],-3
181,181,-2.178656100277643,0.7319082813914413,22.49493970117898,A300436-9,300,NS,Ni Va ,{+1}(533-3)[5546],1
182,182,-2.029466795438506,-7.680312276828971,20.50715572468121,E500656-7,204,,Na Ni Va ,{-3}(850-2)[635B],-3
183,183,3.562953230407717,-9.169980820121825,9.473683463419885,E778524-1,302,,Ag Ni ,{-3}(841-3)[1221],-3
184,184,-8.207127708449452,-21.114396894781436,10.547884076666374,B000544-7,332,,As Ni Va ,{-1}(743-1)[4415],-1
185,185,14.418113182499843,-10.240110211553683,-15.154793978131531,E2479BD-7,501,,Hi In ,{-2}(584-1)[875B],-2
186,186,13.403783150549732,6.246325094995331,-10.226644556001968,B633337-6,100,,Lo ,{-1}(620+1)[3298],-1
187,187,4.8138701173761405,2.8400057928329003,19.273170823644147,A664599-A,801,,Ag Ni ,{+1}(346+2)[A616],1
188,188,1.7285143393592939,-21.844879394997506,-10.150455473492148,D411333-3,300,,Ic Lo ,{-3}(920+0)[1173],-3
189,189,0.664444267966724,9.494632634549777,-6.938337464558241,C443442-5,333,,Ni ,{-2}(730-3)[4255],-2
190,190,11.206673644416393,3.9077699198696525,-16.780887912135356,B566274-7,512,,Lo ,{-1}(510-2)[1153],-1
191,191,-6.319931202160712,14.28554780714415,-16.346438102310312,E538657-8,710,,Ni ,{-3}(753-2)[734D],-3
192,192,2.324521509796429,10.732402388273194,15.461106686117592,C877898-6,622,,,{-1}(674+0)[8767],-1
193,193,-11.073019095314972,-0.28853623102827464,7.1123512527503046,X526954-5,602,,Hi In ,{-2}(784-1)[A723],-2
194,194,11.992831952355587,-4.021406751079709,-12.237840999246446,A302057-E,011,NS,Ic Va ,{+2}(C00-2)[1111],2
195,195,-9.76419616503938,-2.969519597878678,-2.682494222780407,B56489A-7,702,NS,Ri ,{+1}(579-1)[B94B],1
196,196,-6.176324058148891,-6.2538914720337235,-7.3344424919903,C585268-6,510,S,Lo ,{-2}(910+1)[1146],-2
197,197,-15.944029946147854,13.216792287908607,-12.857041531805763,D33179D-3,604,S,Na Po ,{-2}(763-2)[8588],-2
198,198,12.392491570296782,0.5963737945265724,-16.597122688620836,D565977-6,100,S,Hi ,{-2}(281-1)[B769],-2
199,199,2.2224199287596837,20.069147199622112,2.2185340022833677,C37558A-8,532,S,Ag Ni ,{-2}(E41-1)[4356],-2
200,200,-9.954256793241594,8.348721772045698,5.104397912710967,B221788-B,404,,Na Po ,{+2}(E68+2)[595B],2
201,201,2.9692170723970515,-5.519997506884461,-13.279241522805595,C584743-8,304,,Ag Ri ,{-1}(B62+1)[4613],-1
202,202,14.98421269515166,16.37452961389124,-11.385331238293656,B3016BC-B,612,,Ic Na Ni Va ,{+1}(B56-2)[174F],1
203,203,-4.449351696088078,-3.495806238557858,-0.46894321123561733,C8DA765-9,600,,,{+0}(A63-1)[8758],0
204,204,-7.785349589315693,-6.71782305875091,-6.859214732259322,A598455-A,400,,Ni ,{+1}(B34-3)[155B],1
205,205,-16.85184693045032,-1.3506789766856708,-4.638551029227811,C545300-8,402,,Lo ,{-2}(720-2)[111C],-2
206,206,3.100227680084311,-4.878411528577037,-9.231689850221242,C110101-6,230,S,Lo ,{-2}(B00-3)[118B],-2
207,207,-4.568434311141756,-19.553140795385808,5.8471593939326105,C565853-6,610,S,Ri ,{-1}(677-5)[A754],-1
208,208,18.393859789217554,-11.355274001051463,-3.6302843577711186,X456369-3,120,,Lo ,{-3}(620+1)[4155],-3
209,209,-9.756410485506983,-20.676693401496,-8.421166589745798,B467113-8,622,NS,Lo ,{+0}(C00-2)[118B],0
210,210,-3.5932742065729717,-15.662702565152426,17.329894402360257,B520210-A,802,,De Lo Po ,{+1}(D11+2)[436A],1
211,211,16.203362032013928,6.784545792781138,-8.573693343849348,A444122-9,102,N,Lo ,{+0}(D00+1)[2159],0
212,212,11.08433103714776,-20.282120863271107,4.355981315533697,A222543-B,521,N,Ni ,{+1}(B47+0)[761B],1
213,213,-9.893744399696796,20.994496803467598,-5.142989499322692,B7B7766-6,430,,Fl ,{+0}(267-3)[775A],0
214,214,1.1184170287788675,-7.6403017927991925,12.445113891928482,D764546-4,700,S,Ag Ni ,{-3}(641-4)[3234],-3
215,215,13.67772855909719,-11.25537895865239,-9.55252141869204,C4009DC-4,400,S,Hi In Na Va ,{-1}(A89+1)[7861],-1
216,216,-3.929185670486657,-10.926698475097124,10.251476718749796,C597857-A,700,S,,{+1}(978+1)[793A],1
217,217,-12.920319168789163,1.3809037989509776,7.289161223015222,A437100-E,602,NS,Lo ,{+2}(D02-1)[3379],2
218,218,-1.9735504788260194,11.309530984640448,-4.106575734005019,C332320-9,704,S,Lo ,{-1}(A20+0)[4235],-1
219,219,6.234487655554954,-10.100296971888278,-7.081479226222598,B620310-7,402,,De Lo Po ,{-1}(920-5)[225B],-1
220,220,10.348689741854322,2.999635446640819,-14.246168514037905,C465643-9,633,S,Ag Ni Ri ,{-1}(B54-2)[956D],-1
221,221,8.766103748329284,5.975031492429611,20.7104583040987,E000447-7,602,,As Ni Va ,{-3}(831+4)[3159],-3
