,id,x,y,uwp,pbg,base,trade,ixexcx,ix
30,30,-63.79213169869327,-67.80076410981624,A2208DJ-C,200,,De Na Po ,{+2}(A7A+0)[8A9A],2
31,31,68.92420561450352,61.52928510194311,C20426A-A,401,,Ic Lo Va ,{+0}(610-1)[126A],0
32,32,-20.797090877782853,-70.0830286979053,A783200-8,412,,Lo ,{-1}(610+2)[3183],-1
33,33,7.884353423719381,65.07579689339285,B641787-6,403,,Po ,{+0}(36A+0)[A774],0
34,34,-43.483502527693865,-9.208779479675066,E794211-2,100,,Lo ,{-3}(410-2)[4162],-3
35,35,73.62467317954587,-16.426824295494534,B479340-B,302,,Lo ,{+1}(921+2)[142C],1
36,36,-18.73891806413459,-83.85718175353898,B411331-A,502,,Ic Lo ,{+1}(521+3)[6426],1
37,37,47.33928195748756,-24.112158367406366,E504444-5,621,,Ic Ni Va ,{-3}(A32-2)[1125],-3
38,38,5.620949907848316,-67.55886163274126,B234676-9,132,,Ni ,{+0}(C51+1)[5628],0
39,39,-69.52020742750847,19.593724892164932,B683864-7,304,,Ri ,{+0}(97C+1)[8847],0
40,40,4.788189309025581,7.205300847759877,B9CA457-A,102,,Fl Ni ,{+1}(835+4)[2548],1
41,41,28.81293831426026,18.984853918717427,A876686-B,302,,Ag Ni ,{+1}(A57+2)[B76C],1
42,42,-58.78718829666414,-22.574529268988954,C9AA463-A,402,,Fl Ni ,{+0}(834+2)[247D],0
43,43,27.2230372962635,71.57716779737152,B7AA434-8,402,,Fl Ni ,{-1}(934+2)[434B],-1
44,44,-29.847665765688447,-27.52088203539964,B688100-6,502,NS,Lo ,{+0}(800-3)[2144],0
45,45,-28.301568240128994,-30.806259243668155,A403473-E,602,N,Ic Ni Va ,{+1}(634+3)[356D],1
46,46,19.849362377725612,-65.28374870862521,A13088B-D,402,NS,De Na Po ,{+3}(97E-3)[9B3C],3
47,47,-58.3592280630199,75.48711236708385,A66A632-A,212,N,Ni Ri ,{+1}(B52+4)[5758],1
48,48,-7.360457934966824,18.502158956187387,B259A7A-9,201,,Hi ,{+1}(897-4)[7B39],1
49,49,83.53559405040787,-30.233796011427504,C662322-5,500,S,Lo ,{-2}(420-3)[4115],-2
50,50,39.8635634368602,59.021123092652175,C334889-5,622,,,{-1}(679-3)[7744],-1
51,51,-44.56039559199907,-87.66044609328942,E885388-4,612,,Lo ,{-3}(B20+0)[6115],-3
52,52,52.06955830003479,-85.3242320001131,A574642-A,800,N,Ag Ni ,{+1}(A57+0)[574C],1
53,53,91.6811041369628,27.723394881246,E420987-7,322,,De Hi In Na Po ,{-2}(482+4)[7765],-2
54,54,30.432643547637884,-11.84096088504749,C311222-A,410,S,Ic Lo ,{+0}(510+0)[327C],0
55,55,9.160216047057146,99.11899522101186,B234101-8,334,NS,Lo ,{+0}(E00+2)[613A],0
56,56,-24.323389393241502,54.269176264905596,B874331-8,700,NS,Lo ,{+0}(620+1)[2374],0
57,57,23.50718957905624,68.86502239301878,A6AA345-E,631,,Fl Lo ,{+1}(D21+3)[449A],1
58,58,-35.07199156599796,-90.59323789346283,A430311-B,431,NS,De Lo Po ,{+2}(822-1)[4586],2
59,59,26.322121305209567,44.509844157667274,A877696-9,202,,Ag Ni ,{+0}(855+1)[561A],0
60,60,2.5497823729696334,-12.724972545446423,E5788AE-5,101,,,{-2}(572-1)[8645],-2
61,61,-34.62513195132995,20.065019612762658,E100564-7,300,,Ni Va ,{-3}(640+3)[1296],-3
62,62,97.29504831620568,13.923264460473849,C211776-8,530,,Ic Na ,{-1}(969+2)[7658],-1
63,63,-65.40810105767237,60.9338313335352,X453477-0,602,,Ni ,{-3}(A30+3)[8173],-3
64,64,-19.951897501976234,0.1699326112927224,C520325-8,604,S,De Lo Po ,{-2}(E20+3)[4165],-2
65,65,-59.04762283432097,-49.421437373787455,A8D9002-C,001,N,,{+1}(500-2)[1111],1
66,66,8.139383575172499,6.59642320449767,B684355-6,200,NS,Lo ,{+0}(B20-2)[6388],0
67,67,43.79773849473973,50.04191029348615,C4558CD-5,410,,,{-1}(672-1)[8733],-1
68,68,-18.119448137245687,30.186985084778996,C265633-7,212,S,Ag Ni Ri ,{-2}(850+1)[4487],-2
69,69,-7.577424635896279,-77.17832747146203,C2209A9-B,533,,De Hi In Na Po ,{+1}(E89-3)[8A5B],1
70,70,49.30863120863309,-1.4676177505050347,C859340-7,401,,Lo ,{-2}(820+1)[3187],-2
71,71,38.11961071939605,43.289927189156316,E435665-4,402,,Ni ,{-3}(653-1)[4364],-3
72,72,25.33521766470297,-41.341965854010084,B630220-9,101,,De Lo Po ,{+0}(A10-1)[2244],0
73,73,38.41889819701838,-12.195817045800617,B9AA972-D,521,,Fl Hi In ,{+2}(C86-1)[6B2B],2
74,74,-28.09984564219581,-6.077531639076361,B684645-8,532,NS,Ag Ni Ri ,{+0}(D53+0)[5636],0
75,75,-28.984996275138997,-37.269187846173594,C49669B-8,820,,Ag Ni ,{-2}(A50-4)[5477],-2
76,76,23.093284617391284,8.966421379172251,C884749-4,624,,Ag Ri ,{-1}(762+3)[9616],-1
77,77,60.62554979215893,-32.90424637978167,A565864-A,130,NS,Ri ,{+3}(A78-2)[9B48],3
78,78,-81.21163293584665,-3.8838154135308223,B401110-8,300,NS,Ic Lo Va ,{+0}(600-2)[113A],0
79,79,-98.35482902601984,-1.8963853916059703,E220541-9,700,,De Ni Po ,{-2}(742-3)[4359],-2
80,80,-87.01786276919181,40.521310036662086,D643432-5,102,S,Ni ,{-3}(730-2)[3131],-3
81,81,74.89475852864209,-11.34711711104639,C695586-8,500,,Ag Ni ,{-2}(740+2)[136B],-2
82,82,1.967454182207895,26.524228130498283,B867644-7,830,,Ag Ni Ri ,{-1}(855+1)[6536],-1
83,83,-83.6715157561773,-16.799584003378023,D684563-4,712,S,Ag Ni ,{-3}(441+1)[3233],-3
84,84,73.31096298197603,30.264493920102353,A76A989-A,722,NS,Hi ,{+3}(D8C-3)[9C5A],3
85,85,75.46638798554115,-58.967607664731545,E402140-5,230,,Ic Lo Va ,{-3}(900-1)[111A],-3
86,86,-17.077923174654174,17.345193215133015,D495664-6,203,,Ag Ni ,{-3}(850+1)[5387],-3
87,87,-16.56832429042039,80.23319271683798,C452125-9,401,S,Lo ,{-1}(C00+4)[2157],-1
88,88,17.96726996111404,-48.31096837113673,B6759A7-A,404,,Hi In ,{+2}(88B+0)[7BAC],2
89,89,62.11573679502329,-22.78775216752249,E7AA114-7,232,,Fl Lo ,{-3}(600-1)[6157],-3
90,90,31.39978924494482,-90.4737874386718,C681831-3,610,,Ri ,{-1}(774+3)[6714],-1
91,91,-26.439305157247528,53.84522481048197,E668353-5,530,,Lo ,{-3}(920+2)[4121],-3
92,92,-18.077497210857985,22.044636917116488,A6A59A8-9,530,,Fl Hi In ,{+1}(A87+3)[AA59],1
93,93,0.9676251217256793,-39.2615307444945,D632447-7,702,S,Ni ,{-3}(531+4)[517B],-3
94,94,74.94805706151627,31.020869652500306,A437233-C,404,,Lo ,{+1}(911+0)[633C],1
95,95,-46.11859056848693,13.52227771883745,A585751-9,310,NS,Ag Ri ,{+2}(468+0)[398D],2
96,96,17.799761220924037,56.99963792963159,C321657-A,400,,Na Ni Po ,{+0}(755+1)[A65E],0
97,97,33.052038405546,86.15268922813473,C644301-6,500,S,Lo ,{-2}(620+3)[3158],-2
98,98,-2.5031402143717463,-32.620181140194845,D120521-7,432,S,De Ni Po ,{-3}(C41-2)[524B],-3
99,99,25.739344608830983,22.113370845814018,DEFA575-4,203,S,Ni ,{-3}(841-1)[5254],-3
100,100,-87.90375881473163,4.697152117121406,C335764-5,602,S,,{-1}(468+2)[7615],-1
101,101,-49.968093458767896,11.309499540213984,E200623-9,411,,Na Ni Va ,{-2}(854+0)[4435],-2
102,102,-17.165030638950007,-10.725128842378195,C9AA569-9,321,,Fl Ni ,{-1}(A40-1)[843B],-1
103,103,70.02506197431319,37.326557713072916,E5357CA-8,232,,,{-2}(B64-5)[B556],-2
104,104,-16.28811590297541,-97.43262351067416,C222751-C,413,,Na ,{+1}(B6B+0)[5839],1
105,105,-41.00353113182773,-37.32072193305911,A100230-E,401,N,Lo Va ,{+1}(811+0)[334H],1
106,106,-7.144808105089773,-28.71772122941929,C557831-8,500,S,,{-1}(575-2)[B769],-1
107,107,8.76161045970154,92.44348948271035,A336569-E,700,,Ni ,{+1}(742+0)[665E],1
108,108,-42.345721223294966,37.445575225974046,C66A9B9-9,502,S,Hi ,{+0}(A85-3)[A94A],0
109,109,-28.31889725874046,-34.248861947001274,C577558-8,402,S,Ag Ni ,{-2}(741-2)[737B],-2
110,110,94.48759175966575,-31.035938642120108,E6306BB-4,301,,De Na Ni Po ,{-3}(C50+0)[6363],-3
111,111,-11.048223266214352,-3.7630075830129117,E530354-9,510,,De Lo Po ,{-2}(A20-2)[218D],-2
112,112,22.01741979045333,39.8256061413121,E482001-5,002,,,{-3}(900+0)[1111],-3
113,113,-62.66505176912058,36.94804058673338,E980455-2,102,,De Ni ,{-3}(330-2)[2142],-3
114,114,-37.77976824526306,-60.893665435124134,B576546-A,324,,Ag Ni ,{+1}(C45+1)[766C],1
115,115,-31.349851660749128,-45.8367405504799,A59666B-8,622,,Ag Ni ,{-1}(C53+3)[4526],-1
116,116,-25.782769153947328,-9.509389635122268,B97538A-A,132,,Lo ,{+1}(921-4)[448E],1
117,117,-78.2536641490425,-56.673561781489035,E67566A-2,402,,Ag Ni ,{-3}(353+2)[8352],-3
118,118,-60.848775563193016,5.642193504857507,X852453-3,100,,Ni ,{-3}(333+1)[2118],-3
119,119,45.075961174332456,16.456735011917424,E656300-4,401,,Lo ,{-3}(820-4)[5159],-3
120,120,-0.9485355499195824,2.5732619779515353,D845331-6,732,S,Lo ,{-3}(620-1)[8178],-3
121,121,-55.03912568422693,-9.615834918971377,C545BEG-4,302,,Hi In ,{-1}(6A5+0)[AA57],-1
122,122,-47.67869721475455,24.168306121291437,X412458-5,402,,Ic Ni ,{-3}(631+0)[7195],-3
123,123,-30.12491621282747,26.17710406053513,B420879-C,622,,De Na Po ,{+2}(B7B-2)[BA4H],2
124,124,39.77644887968008,62.55845743782997,A6BA646-D,122,NS,Fl Ni ,{+2}(A54+0)[283B],2
125,125,-46.42900312252316,83.09314284557956,B662A85-9,400,,Hi ,{+1}(696-4)[BB47],1
126,126,17.78204600883577,-27.064749020214872,A59A9AC-C,402,,Hi In ,{+2}(68E+1)[BB6C],2
127,127,-67.82463304067356,62.08001574592361,D338963-7,202,S,Hi In ,{-2}(386+2)[976B],-2
128,128,48.6950911448554,-65.22364494936717,A5AA8AA-B,812,,Fl ,{+2}(77A+1)[8A7A],2
129,129,75.27580916831963,42.307917807751494,B433764-C,301,,Na ,{+2}(D6D-2)[796C],2
130,130,-22.685129796291605,37.21585125272349,A9BA434-B,302,,Fl Ni ,{+1}(932-4)[455F],1
131,131,5.111031767229868,54.43103330597852,A684447-8,432,,Ni ,{-1}(E35+2)[5374],-1
132,132,50.7280916859824,60.74310103393306,C5588A9-4,500,S,,{-1}(A77+0)[7747],-1
133,133,56.97637580233818,-23.18823055577237,D212504-6,303,S,Ic Ni ,{-3}(743+2)[3216],-3
134,134,36.996348412084636,42.252632501737544,B77A462-9,700,,Ni ,{+0}(933+3)[349C],0
135,135,80.88777264371612,55.11778863921077,E336454-6,431,,Ni ,{-3}(630+0)[416A],-3
136,136,-66.83539515557622,-10.440035717643559,D7968AE-4,800,,,{-2}(779-2)[D645],-2
137,137,-47.40713108328176,-45.77645358892293,B4237CC-B,500,,Na ,{+2}(A6A+0)[795D],2
138,138,86.26328427094168,33.260140198583564,A67A154-D,533,N,Lo ,{+1}(801+2)[127B],1
139,139,-42.73338530229762,-34.202711430463935,A530576-C,402,,De Ni Po ,{+1}(A43+1)[567C],1
140,140,52.26471626133542,-79.16020931451362,B33659B-A,412,NS,Ni ,{+2}(D45-4)[475D],2
141,141,-62.86845261057861,-62.46377218032988,D686110-2,404,S,Lo ,{-3}(B00+2)[1171],-3
142,142,-20.143909544880255,95.72301385537376,E000554-8,624,,As Ni Va ,{-3}(A40+5)[725C],-3
143,143,26.795970299313222,-38.417363375925206,B150101-B,802,,De Lo Po ,{+1}(A01+2)[1259],1
144,144,-25.351834598753655,-61.360740204433185,B369698-A,702,,Ni Ri ,{+1}(B55-4)[971D],1
145,145,26.765559445136567,30.750064230571116,B993221-9,100,,Lo ,{+0}(710-1)[7257],0
146,146,-77.2819554465021,-5.195284535168887,C644358-7,300,S,Lo ,{-2}(820+3)[3157],-2
147,147,33.918573540508824,-73.73304091037025,D210986-5,100,,Hi In Na ,{-2}(587-1)[6785],-2
148,148,59.91728805228102,-13.732242699732499,A524887-D,100,NS,,{+3}(379+3)[BB5F],3
149,149,-30.708597810081084,52.21223273863242,B458122-9,502,,Lo ,{+0}(B00+0)[4185],0
150,150,33.219053022804566,59.511418361468735,A534646-D,600,,Ni ,{+1}(555+1)[A79B],1
151,151,74.16799566753059,10.87094847405259,D545100-7,321,S,Lo ,{-3}(900+1)[1148],-3
152,152,35.88484521656223,-70.96848203592796,C9A9AED-5,200,S,Fl Hi In ,{-1}(69B+0)[F967],-1
153,153,-27.059795042112068,-54.02032122724225,X3109BC-2,102,,Hi In Na ,{-2}(885+4)[D711],-2
154,154,34.54277516755586,21.10362332560607,C6368BD-4,300,,,{-1}(777+1)[C735],-1
155,155,-42.92155072824764,-7.188552780407975,B266554-C,200,,Ag Ni ,{+1}(647+3)[669C],1
156,156,29.472597980257632,45.499240621502324,E7AA337-5,102,,Fl Lo ,{-3}(A20-2)[4124],-3
157,157,12.47994079892576,67.89543539517697,E347234-6,420,,Lo ,{-3}(910+2)[5164],-3
158,158,-88.44175525331248,10.49064563355737,C686220-7,324,S,Lo ,{-2}(910-1)[613A],-2
159,159,22.968835918178797,28.11274954662675,C410549-A,412,,Ni ,{+0}(B41+2)[852D],0
160,160,18.880647116427962,-89.83039922821018,E7978BD-4,232,,,{-2}(378-1)[A624],-2
161,161,-27.486880242669052,65.18204043760059,C783861-4,632,,Ri ,{-1}(874+2)[7754],-1
162,162,96.12031377629565,-5.865073972016344,C552672-4,422,,Ni ,{-2}(954-3)[5415],-2
163,163,92.47266860643992,24.589458857998526,C7BA014-B,020,,Fl ,{+0}(800+0)[1111],0
164,164,-42.05591338597543,-62.35561714610056,B657448-A,532,NS,Ni ,{+2}(H37-2)[5689],2
165,165,0.6966514326105955,-8.06095116769805,E644698-1,104,,Ni ,{-3}(253+0)[4364],-3
166,166,-5.384688966351159,-12.85884992838593,D592444-4,701,S,Ni ,{-3}(B30+2)[7174],-3
167,167,29.305669371590003,-34.18702876200914,D535200-3,402,S,Lo ,{-3}(910-1)[11A4],-3
168,168,59.405883031688475,42.222703743163414,B667687-8,402,,Ag Ni Ri ,{-1}(C55-3)[856A],-1
169,169,-48.273457252962885,-34.81374546582092,D55779A-3,833,S,Ag ,{-2}(96A+1)[6562],-2
170,170,-29.456175504681315,29.05125356899456,A544543-D,131,,Ni ,{+1}(944+3)[765D],1
171,171,33.14377272807039,-94.04843067848465,C683301-5,631,,Lo ,{-2}(420-2)[1168],-2
172,172,-19.35342469132837,-91.367644151059,B776698-8,320,,Ag Ni ,{-1}(955+0)[7548],-1
173,173,16.339306036927326,32.45592787339475,X443753-1,504,,,{-2}(A66+3)[8522],-2
174,174,-74.17673531694611,52.855574199251265,C501977-6,630,,Hi Ic In Na Va ,{-1}(584-2)[D859],-1
175,175,-23.46213007136626,27.057813312374535,B7B8587-A,404,NS,Fl Ni ,{+2}(D46+0)[1757],2
176,176,-68.5337050457975,56.249474592353835,C3389C8-8,111,S,Hi In ,{-1}(A88-1)[C85A],-1
177,177,73.2825097031203,56.212474907315425,C620846-7,102,S,De Na Po ,{-1}(378+4)[9757],-1
178,178,27.43072897412302,66.60530916063034,C201468-7,432,,Ic Ni Va ,{-2}(433+2)[1285],-2
179,179,-4.868395353989552,-17.18045798625223,B366420-8,600,,Ni ,{-1}(A35-1)[2336],-1
180,180,53.45943709620307,78.40731186106038,E520221-6,534,,De Lo Po ,{-3}(310+2)[3127],-3
181,181,76.40292488797125,62.43052209327118,A300436-9,631,,Ni Va ,{+0}(D36+1)[3459],0
182,182,86.05993348427121,-28.581392478021183,E500656-7,402,,Na Ni Va ,{-3}(750+1)[934C],-3
183,183,2.705092388017638,24.107293529456907,E778524-1,931,,Ag Ni ,{-3}(640-3)[4281],-3
184,184,-23.427252558363108,-91.61580514976148,B000544-7,701,,As Ni Va ,{-1}(845+0)[1453],-1
185,185,6.686383555589814,-17.129294848395425,E2479BD-7,500,,Hi In ,{-2}(684+1)[7776],-2
186,186,-24.305960532280512,-21.639365917986563,B633337-6,630,,Lo ,{-1}(620+0)[3238],-1
187,187,56.24422961825437,-28.022328865461365,A664599-A,800,N,Ag Ni ,{+1}(746-1)[1667],1
188,188,72.57617362585506,53.720231820793465,D411333-3,102,,Ic Lo ,{-3}(820+1)[1133],-3
189,189,-86.62477862865401,15.328868042283128,C443442-5,403,S,Ni ,{-2}(730-2)[1266],-2
190,190,-25.83082703950046,-37.022340041503334,B566274-7,430,,Lo ,{-1}(510-3)[113A],-1
191,191,12.457572893961633,-2.3540621908765935,E538657-8,401,,Ni ,{-3}(850+3)[5389],-3
192,192,-9.747149551167645,-37.71005782542056,C877898-6,712,S,,{-1}(373+0)[C736],-1
193,193,-10.861240876571454,-28.540707224487093,X526954-5,422,,Hi In ,{-2}(385+2)[9723],-2
194,194,1.247035342564029,46.424415621342206,A302057-E,002,NS,Ic Va ,{+2}(900+4)[1111],2
195,195,-19.719687304533306,24.22656390665152,B56489A-7,232,NS,Ri ,{+1}(979-4)[79A9],1
196,196,39.134061806529495,27.060644276605437,C585268-6,502,S,Lo ,{-2}(610-2)[1156],-2
197,197,66.09553568160192,57.85085341905762,D33179D-3,812,S,Na Po ,{-2}(667-3)[7572],-2
198,198,-70.41936589874176,-37.46533165497341,D565977-6,332,S,Hi ,{-2}(587+5)[5746],-2
199,199,64.65971771911472,73.04983438155033,C37558A-8,104,S,Ag Ni ,{-2}(941-2)[3375],-2
200,200,46.1928170922163,-41.564045968312044,B221788-B,400,,Na Po ,{+2}(86A+0)[C969],2
201,201,43.19592191868522,-88.33213866927237,C584743-8,712,,Ag Ri ,{-1}(668+1)[3667],-1
202,202,-27.722859004056822,-42.77421065406466,B3016BC-B,123,,Ic Na Ni Va ,{+1}(C52+3)[3726],1
203,203,-0.9260029595162367,79.20959983288111,C8DA765-9,111,,,{+0}(567+0)[A75A],0
204,204,-11.476082863069959,-68.24643794857298,A598455-A,600,NS,Ni ,{+2}(835+1)[166A],2
205,205,-66.77228936423245,-28.62910375365013,C545300-8,301,,Lo ,{-2}(920+3)[4196],-2
206,206,0.35525696042326693,-60.90824113864925,C110101-6,522,S,Lo ,{-2}(B00-2)[1164],-2
207,207,42.714626670601106,-33.888629153960245,C565853-6,422,,Ri ,{-1}(377-1)[C768],-1
208,208,32.36350934134307,-42.44887784200897,X456369-3,632,,Lo ,{-3}(720-2)[1175],-3
209,209,46.53222101112702,-75.92757297198973,B467113-8,732,,Lo ,{-1}(900-4)[3146],-1
210,210,68.16326047253747,-71.03522181336419,B520210-A,702,NS,De Lo Po ,{+2}(512+1)[4467],2
211,211,-41.97241444340578,-87.94812422319205,A444122-9,113,NS,Lo ,{+1}(A01+1)[527B],1
212,212,0.8016357390776996,45.3867861775671,A222543-B,332,,Ni ,{+1}(D44+2)[764D],1
213,213,34.39547611705147,29.594217749769914,B7B7766-6,702,,Fl ,{+0}(368-2)[775A],0
214,214,52.864037879431635,72.83398644093313,D764546-4,204,S,Ag Ni ,{-3}(542+3)[7265],-3
215,215,3.2649185714891615,-37.59147249052999,C4009DC-4,120,,Hi In Na Va ,{-1}(786+2)[9865],-1
216,216,35.6237534575349,-66.68903653637234,C597857-A,422,,,{+1}(E78+1)[996B],1
217,217,-45.32828676263569,28.206730587918116,A437100-E,700,,Lo ,{+1}(801-4)[629B],1
218,218,-3.8633828065100184,-63.81066953103742,C332320-9,200,,Lo ,{-1}(A20-5)[3298],-1
219,219,55.78443816048735,-34.080100571807456,B620310-7,600,,De Lo Po ,{-1}(920+5)[1248],-1
220,220,57.82547365598232,-79.24985597494585,C465643-9,600,,Ag Ni Ri ,{-1}(553+1)[956B],-1
221,221,-45.583532812422376,-81.02442285525744,E000447-7,301,,As Ni Va ,{-3}(631+4)[5197],-3
222,222,-74.82730672837963,-2.5230417542453143,C545531-6,312,S,Ni ,{-2}(441+4)[2359],-2
223,223,-11.509413390011304,-22.07410127835403,C567898-6,232,,Ri ,{-1}(376-1)[8729],-1
224,224,19.353999878546404,-39.99317890890839,C59259E-6,812,,Ni ,{-2}(844+1)[1346],-2
225,225,57.8475273489931,-26.72910821823491,A300000-A,032,,Ba Va ,{+1}(C00+1)[1111],1
226,226,39.91723143428372,-68.48910938424902,A780110-7,504,,De Lo ,{-1}(A00-5)[1147],-1
227,227,82.67425742055042,-37.19936040053666,E868483-3,301,,Ni ,{-3}(330+2)[3183],-3
228,228,75.435726671116,-6.509507648534019,B000984-B,302,,As Hi In Na Va ,{+2}(787-2)[5B6A],2
229,229,66.28940124333718,-2.153194109655665,C310303-9,232,S,Lo ,{-1}(H20+2)[1249],-1
230,230,-90.28438286340388,31.317266756217045,E423002-3,002,,,{-3}(800-2)[1111],-3
231,231,-14.626059816593084,84.48071293231693,C9858A9-4,502,,Ri ,{-1}(973-1)[8782],-1
232,232,-68.24202492684088,39.127540422477104,C98447A-7,531,,Ni ,{-2}(630+0)[4273],-2
233,233,-55.703811175723786,-5.656187057094342,C200767-6,722,S,Na Va ,{-1}(B67+2)[9652],-1
234,234,-93.29994298111845,35.73240517461884,E877555-2,800,,Ag Ni ,{-3}(342+5)[6253],-3
235,235,39.11064849227621,-44.70538499448513,C577200-7,100,S,Lo ,{-2}(610+1)[2158],-2
236,236,55.30953751660086,74.22957376624683,C563225-8,602,,Lo ,{-2}(C10-2)[3149],-2
237,237,-64.09662082523543,18.964107745860193,B677669-5,612,,Ag Ni ,{-1}(650+0)[5563],-1
238,238,35.97135864874452,-24.916049484196414,E57A452-9,601,,Ni ,{-2}(A30+0)[7255],-2
239,239,-40.02722914463863,1.0146540513635394,B775365-7,900,,Lo ,{-1}(B20-1)[3289],-1
240,240,-31.69756444366474,-33.10788729181906,CDFA68A-A,502,,Ni ,{+0}(C52+0)[8638],0
241,241,94.71341135953773,-14.911360731345535,A556996-C,730,,Hi ,{+2}(D88-1)[7B6B],2
242,242,78.58589102003573,7.919887050973506,B201430-A,500,NS,Ic Ni Va ,{+2}(738+4)[7676],2
243,243,40.152381674545445,73.50517259342723,C781155-4,802,,Lo ,{-2}(700-3)[3143],-2
244,244,-20.44449921255307,33.77695320720626,B553554-C,300,,Ni ,{+1}(846+0)[465B],1
245,245,-10.69659918841892,39.642018670621624,E6BA787-5,302,,Fl ,{-2}(663+1)[A552],-2
246,246,37.21724519532372,31.58962777534502,B400000-A,012,,Ba Va ,{+1}(B00+3)[1111],1
247,247,-10.690114159300435,-77.41120226774996,B642304-6,403,,Lo ,{-1}(620+2)[1269],-1
248,248,-9.931911086442113,77.90174703697876,B110644-9,503,,Na Ni ,{+0}(E56-2)[9616],0
249,249,-1.9527708120574472,65.86174218249312,B384454-C,611,NS,Ni ,{+2}(935-1)[563A],2
250,250,36.495042772005725,-9.902002466684579,D344120-7,410,S,Lo ,{-3}(600+0)[1166],-3
251,251,-32.00555609353184,21.21056580070175,B300744-A,112,,Na Va ,{+2}(D67-3)[993B],2
252,252,75.09642390841084,-47.62203335949131,C768664-6,512,,Ag Ni Ri ,{-2}(650-2)[5488],-2
253,253,-29.976047675839922,46.55038105073419,C420476-9,320,S,De Ni Po ,{-1}(934+4)[3398],-1
254,254,30.168210522827298,28.758415398493796,A8CA357-B,322,N,Fl Lo ,{+1}(A21+1)[3419],1
255,255,-19.970903457025567,-77.6862911573702,D656656-6,322,S,Ag Ni ,{-3}(B50+0)[6349],-3
256,256,-26.916084197681368,13.818634318355304,B836445-9,402,,Ni ,{+0}(935+4)[545A],0
257,257,34.31934748813714,-45.44331532534422,E3009BC-5,702,,Hi In Na Va ,{-2}(782-2)[B799],-2
258,258,-61.9593512407947,-11.694531736146097,A246344-B,333,N,Lo ,{+1}(921+3)[6488],1
259,259,-37.070367688744675,35.71699662340091,C553421-5,104,,Ni ,{-2}(A31-1)[3248],-2
